ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2017,80.3,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2018,82.4,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,96.3,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,76.5,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2018,81.5,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,94.9,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,75.6,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2018,83.7,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,98.8,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,77.9,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2019,80.4,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,94.7,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,74.7,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2019,79.4,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,92.6,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,73.8,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2019,81.8,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,98.2,,,Repository: ILO-STATISTICS - Micro data processing
Indonesia,Informal employment rate by sex and economic activity (%),IDN - LFS - National Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,75.9,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2018,88.6,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,99.6,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,80.3,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2018,88.5,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,99.6,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,81.1,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2018,89,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,99.5,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,76,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Other,"Economic activity (Agriculture, Non-Agriculture): Total",2018,84,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Other,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Other,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,80.5,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2019,88.1,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,99.7,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,79.8,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2019,87.9,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,99.7,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,80.7,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2019,88.5,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,99.7,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,75.7,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Other,"Economic activity (Agriculture, Non-Agriculture): Total",2019,87.1,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Other,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,100,Unreliable,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - LFS - Periodic Labour Force Survey,Sex: Other,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,79.7,,,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2010,87.9,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2010,99.7,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2010,75.3,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2010,87.1,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2010,99.8,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2010,76,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2010,90.3,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2010,99.6,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2010,71.7,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2012,86.5,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2012,99.7,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2012,74.8,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2012,86.1,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2012,99.7,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2012,75.7,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2012,87.9,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2012,99.8,,,Repository: ILO-STATISTICS - Micro data processing
India,Informal employment rate by sex and economic activity (%),IND - HS - National Sample Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2012,70.3,,,Repository: ILO-STATISTICS - Micro data processing
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2017,44.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2017,90.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2017,43.1,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2017,46.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2017,90.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2017,45,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2017,35.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2017,92.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2017,35,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2018,48.5,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,93.1,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,46.8,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2018,52,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,93,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,50.1,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2018,30.8,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,97.1,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,30.2,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2019,52.5,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,92.1,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,51.1,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2019,56.3,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,92.1,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,54.9,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2019,29.9,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,93.3,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Jordan,Informal employment rate by sex and economic activity (%),JOR - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,29.2,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Kyrgyzstan,Informal employment rate by sex and economic activity (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2018,52.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Informal employment rate by sex and economic activity (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,60.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Informal employment rate by sex and economic activity (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,50.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Informal employment rate by sex and economic activity (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2018,54.2,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Informal employment rate by sex and economic activity (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,45.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Informal employment rate by sex and economic activity (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,56.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Informal employment rate by sex and economic activity (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2018,49.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Informal employment rate by sex and economic activity (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2018,85.2,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan,Informal employment rate by sex and economic activity (%),KGZ - LFS - Employment and Unemployment Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2018,40.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Informal employment rate by sex and economic activity (%),KHM - LFS - Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2012,93.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Informal employment rate by sex and economic activity (%),KHM - LFS - Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2012,99.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Informal employment rate by sex and economic activity (%),KHM - LFS - Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2012,90.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Informal employment rate by sex and economic activity (%),KHM - LFS - Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2012,91.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Informal employment rate by sex and economic activity (%),KHM - LFS - Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2012,99.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Informal employment rate by sex and economic activity (%),KHM - LFS - Labour Force Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2012,87.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Informal employment rate by sex and economic activity (%),KHM - LFS - Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2012,96,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Informal employment rate by sex and economic activity (%),KHM - LFS - Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2012,99.8,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Cambodia,Informal employment rate by sex and economic activity (%),KHM - LFS - Labour Force Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2012,94.2,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Kiribati,Informal employment rate by sex and economic activity (%),KIR - HIES - Household Income and Expenditure Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2019,47.6,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,Informal employment rate by sex and economic activity (%),KIR - HIES - Household Income and Expenditure Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,77.6,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,Informal employment rate by sex and economic activity (%),KIR - HIES - Household Income and Expenditure Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,41,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,Informal employment rate by sex and economic activity (%),KIR - HIES - Household Income and Expenditure Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Total",2019,49.1,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,Informal employment rate by sex and economic activity (%),KIR - HIES - Household Income and Expenditure Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,79,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,Informal employment rate by sex and economic activity (%),KIR - HIES - Household Income and Expenditure Survey,Sex: Male,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,38.2,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,Informal employment rate by sex and economic activity (%),KIR - HIES - Household Income and Expenditure Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Total",2019,45.5,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,Informal employment rate by sex and economic activity (%),KIR - HIES - Household Income and Expenditure Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2019,68.2,,,Repository: ILO-STATISTICS - Micro data processing
Kiribati,Informal employment rate by sex and economic activity (%),KIR - HIES - Household Income and Expenditure Survey,Sex: Female,"Economic activity (Agriculture, Non-Agriculture): Non-agriculture",2019,44.1,,,Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic,Informal employment rate by sex and economic activity (%),LAO - LFS - Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Total",2017,82.9,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Lao People's Democratic Republic,Informal employment rate by sex and economic activity (%),LAO - LFS - Labour Force Survey,Sex: Total,"Economic activity (Agriculture, Non-Agriculture): Agriculture",2017,99.1,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
